GTTRNZVVZCTR_6	0.025	5	600	0.5	6	gene1945	299	299	542	gene1945	3.85E-02	1.93E-02	1.93E-02	2.49E-01	1.06E-01	9.57E-02
GTTRNZVVZCTR_7	0.025	5	600	0.5	7	gene1945	299	299	542	gene1945	4.35E-02	4.49E-02	4.50E-02	2.01E-01	1.00E-01	8.20E-02
GTTRNZVVZCTR_8	0.025	5	600	0.5	8	gene1945	299	299	542	gene1945	4.01E-02	3.72E-02	3.73E-02	2.17E-01	1.04E-01	8.52E-02
GTTRNZVVZCTR_9	0.025	5	600	0.5	9	gene1945	299	299	542	gene1945	3.85E-02	1.93E-02	1.93E-02	2.49E-01	1.06E-01	9.57E-02
GTTRNZVVZCTR_10	0.025	5	600	0.5	10	gene1945	299	299	542	gene1945	4.68E-02	4.94E-04	4.74E-04	3.37E-01	9.60E-02	1.42E-01
XDIJRSCKWZVA_1	0.025	5	700	0.5	1	gene1945	349	349	442	gene1945	4.01E-02	6.92E-03	1.17E-02	2.49E-01	9.84E-02	9.54E-02
XDIJRSCKWZVA_2	0.025	5	700	0.5	2	gene1945	349	349	442	gene1945	3.72E-02	4.56E-02	4.57E-02	2.00E-01	9.98E-02	7.57E-02
XDIJRSCKWZVA_3	0.025	5	700	0.5	3	gene1945	349	349	442	gene1945	4.01E-02	5.17E-04	5.00E-04	3.35E-01	9.57E-02	1.31E-01
XDIJRSCKWZVA_4	0.025	5	700	0.5	4	gene1945	349	349	442	gene1945	3.58E-02	8.10E-03	1.32E-02	2.55E-01	1.02E-01	9.38E-02
XDIJRSCKWZVA_5	0.025	5	700	0.5	5	gene1945	349	349	442	gene1945	4.15E-02	1.84E-01	1.37E-01	1.44E-01	9.69E-02	5.64E-02
XDIJRSCKWZVA_6	0.025	5	700	0.5	6	gene1945	349	349	442	gene1945	4.01E-02	1.23E-01	1.23E-01	1.49E-01	9.64E-02	5.84E-02
XDIJRSCKWZVA_7	0.025	5	700	0.5	7	gene1945	349	349	442	gene1945	4.15E-02	3.69E-02	3.62E-02	2.01E-01	9.56E-02	7.93E-02
XDIJRSCKWZVA_8	0.025	5	700	0.5	8	gene1945	349	349	442	gene1945	4.01E-02	2.06E-02	2.06E-02	2.23E-01	9.62E-02	8.76E-02
XDIJRSCKWZVA_9	0.025	5	700	0.5	9	gene1945	349	349	442	gene1945	3.58E-02	2.51E-02	2.51E-02	2.28E-01	1.02E-01	8.48E-02
XDIJRSCKWZVA_10	0.025	5	700	0.5	10	gene1945	349	349	442	gene1945	3.87E-02	8.47E-04	1.01E-03	3.24E-01	9.81E-02	1.24E-01
UVPLROBQGJBU_1	0.025	5	800	0.5	1	gene1945	399	399	342	gene1945	3.76E-02	6.27E-02	6.29E-02	1.73E-01	9.30E-02	6.59E-02
UVPLROBQGJBU_2	0.025	5	800	0.5	2	gene1945	399	399	342	gene1945	4.01E-02	7.12E-02	5.12E-02	1.77E-01	9.09E-02	6.91E-02
UVPLROBQGJBU_3	0.025	5	800	0.5	3	gene1945	399	399	342	gene1945	4.01E-02	3.04E-02	3.04E-02	1.95E-01	9.01E-02	7.66E-02
UVPLROBQGJBU_4	0.025	5	800	0.5	4	gene1945	399	399	342	gene1945	3.88E-02	6.00E-03	5.96E-03	2.52E-01	9.13E-02	9.73E-02
UVPLROBQGJBU_5	0.025	5	800	0.5	5	gene1945	399	399	342	gene1945	4.01E-02	3.04E-02	2.99E-02	1.97E-01	9.07E-02	7.69E-02
UVPLROBQGJBU_6	0.025	5	800	0.5	6	gene1945	399	399	342	gene1945	4.14E-02	5.05E-02	5.38E-02	1.73E-01	8.97E-02	6.83E-02
UVPLROBQGJBU_7	0.025	5	800	0.5	7	gene1945	399	399	342	gene1945	3.88E-02	6.00E-03	5.96E-03	2.52E-01	9.13E-02	9.73E-02
UVPLROBQGJBU_8	0.025	5	800	0.5	8	gene1945	399	399	342	gene1945	4.01E-02	1.15E-02	1.93E-02	2.14E-01	9.12E-02	8.28E-02
UVPLROBQGJBU_9	0.025	5	800	0.5	9	gene1945	399	399	342	gene1945	3.76E-02	6.27E-02	6.65E-02	1.71E-01	9.32E-02	6.50E-02
UVPLROBQGJBU_10	0.025	5	800	0.5	10	gene1945	399	399	342	gene1945	4.26E-02	3.54E-02	3.55E-02	1.84E-01	8.75E-02	7.45E-02
SJIWSOHKZBMB_1	0.025	5	900	0.5	1	gene1945	449	449	242	gene1945	4.01E-02	1.72E-02	1.72E-02	2.03E-01	8.49E-02	7.95E-02
SJIWSOHKZBMB_2	0.025	5	900	0.5	2	gene1945	449	449	242	gene1945	3.90E-02	9.70E-03	9.66E-03	2.23E-01	8.60E-02	8.63E-02
SJIWSOHKZBMB_3	0.025	5	900	0.5	3	gene1945	449	449	242	gene1945	4.01E-02	6.49E-03	5.72E-03	2.35E-01	8.50E-02	9.21E-02
SJIWSOHKZBMB_4	0.025	5	900	0.5	4	gene1945	449	449	242	gene1945	4.01E-02	6.49E-03	6.46E-03	2.32E-01	8.48E-02	9.08E-02
SJIWSOHKZBMB_5	0.025	5	900	0.5	5	gene1945	449	449	242	gene1945	3.67E-02	7.52E-04	1.17E-03	2.90E-01	8.90E-02	1.08E-01
SJIWSOHKZBMB_6	0.025	5	900	0.5	6	gene1945	449	449	242	gene1945	4.01E-02	1.72E-02	1.72E-02	2.03E-01	8.49E-02	7.95E-02
SJIWSOHKZBMB_7	0.025	5	900	0.5	7	gene1945	449	449	242	gene1945	4.12E-02	2.91E-02	2.91E-02	1.83E-01	8.38E-02	7.28E-02
SJIWSOHKZBMB_8	0.025	5	900	0.5	8	gene1945	449	449	242	gene1945	3.79E-02	8.04E-02	8.06E-02	1.53E-01	8.74E-02	5.83E-02
SJIWSOHKZBMB_9	0.025	5	900	0.5	9	gene1945	449	449	242	gene1945	3.56E-02	1.17E-02	1.17E-02	2.27E-01	8.98E-02	8.41E-02
SJIWSOHKZBMB_10	0.025	5	900	0.5	10	gene1945	449	449	242	gene1945	4.12E-02	1.42E-03	1.40E-03	2.68E-01	8.36E-02	1.06E-01
FWGPNGDTHRMC_1	0.025	5	1000	0.5	1	gene1945	499	499	142	gene1945	4.01E-02	5.28E-02	5.29E-02	1.56E-01	8.06E-02	6.13E-02
FWGPNGDTHRMC_2	0.025	5	1000	0.5	2	gene1945	499	499	142	gene1945	4.01E-02	2.39E-02	2.39E-02	1.82E-01	8.06E-02	7.15E-02
FWGPNGDTHRMC_3	0.025	5	1000	0.5	3	gene1945	499	499	142	gene1945	4.01E-02	2.39E-02	3.55E-02	1.73E-01	8.19E-02	6.66E-02
FWGPNGDTHRMC_4	0.025	5	1000	0.5	4	gene1945	499	499	142	gene1945	4.01E-02	1.97E-01	1.97E-01	1.04E-01	8.07E-02	4.09E-02
FWGPNGDTHRMC_5	0.025	5	1000	0.5	5	gene1945	499	499	142	gene1945	4.01E-02	1.97E-01	1.97E-01	1.04E-01	8.07E-02	4.09E-02
FWGPNGDTHRMC_6	0.025	5	1000	0.5	6	gene1945	499	499	142	gene1945	3.81E-02	2.91E-03	4.05E-03	2.39E-01	8.31E-02	9.09E-02
FWGPNGDTHRMC_7	0.025	5	1000	0.5	7	gene1945	499	499	142	gene1945	4.01E-02	9.82E-03	9.79E-03	2.08E-01	8.05E-02	8.17E-02
FWGPNGDTHRMC_8	0.025	5	1000	0.5	8	gene1945	499	499	142	gene1945	3.91E-02	1.91E-03	5.93E-04	2.88E-01	8.35E-02	1.09E-01
FWGPNGDTHRMC_9	0.025	5	1000	0.5	9	gene1945	499	499	142	gene1945	4.01E-02	9.82E-03	9.84E-03	2.08E-01	8.05E-02	8.17E-02
FWGPNGDTHRMC_10	0.025	5	1000	0.5	10	gene1945	499	499	142	gene1945	4.01E-02	5.28E-02	5.46E-02	1.57E-01	8.16E-02	6.08E-02
EINTOJFZRMIN_1	0.025	10	100	0.5	1	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	2.84E-01	5.60E-01	5.19E-01	1.09E-01	bad-chisq
EINTOJFZRMIN_2	0.025	10	100	0.5	2	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.62E-01	-1.74E-01	2.98E-01	5.94E-02	bad-chisq
EINTOJFZRMIN_3	0.025	10	100	0.5	3	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	2.46E-01	5.97E-01	5.12E-01	1.18E-01	bad-chisq
EINTOJFZRMIN_5	0.025	10	100	0.5	5	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	6.09E-01	1.55E-01	3.02E-01	5.24E-02	bad-chisq
EINTOJFZRMIN_7	0.025	10	100	0.5	7	gene1945	49	49	1042	gene1945	4.08E-02	3.07E-01	3.12E-01	-2.61E-01	2.57E-01	1.03E-01	bad-chisq
EINTOJFZRMIN_8	0.025	10	100	0.5	8	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.62E-01	1.72E-01	2.96E-01	5.92E-02	bad-chisq
EINTOJFZRMIN_9	0.025	10	100	0.5	9	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	6.43E-01	-1.38E-01	2.96E-01	4.73E-02	bad-chisq
EINTOJFZRMIN_10	0.025	10	100	0.5	10	gene1945	49	49	1042	gene1945	7.14E-02	6.95E-01	5.02E-01	1.34E-01	1.98E-01	6.87E-02	bad-chisq
WOWBGJHSXGFB_1	0.025	10	200	0.5	1	gene1945	99	99	942	gene1945	3.03E-02	1.29E-02	1.27E-02	5.16E-01	2.05E-01	1.77E-01	bad-chisq
WOWBGJHSXGFB_2	0.025	10	200	0.5	2	gene1945	99	99	942	gene1945	5.56E-02	1.21E-01	1.48E-01	2.27E-01	1.56E-01	1.03E-01
WOWBGJHSXGFB_3	0.025	10	200	0.5	3	gene1945	99	99	942	gene1945	3.54E-02	7.06E-03	6.90E-03	5.18E-01	1.90E-01	1.91E-01	bad-chisq
WOWBGJHSXGFB_4	0.025	10	200	0.5	4	gene1945	99	99	942	gene1945	3.54E-02	5.43E-02	5.47E-02	3.70E-01	1.92E-01	1.37E-01	bad-chisq
WOWBGJHSXGFB_5	0.025	10	200	0.5	5	gene1945	99	99	942	gene1945	3.54E-02	2.48E-01	2.51E-01	2.22E-01	1.93E-01	8.20E-02	bad-chisq
WOWBGJHSXGFB_6	0.025	10	200	0.5	6	gene1945	99	99	942	gene1945	3.03E-02	1.29E-02	1.27E-02	5.16E-01	2.05E-01	1.77E-01	bad-chisq
WOWBGJHSXGFB_7	0.025	10	200	0.5	7	gene1945	99	99	942	gene1945	4.55E-02	8.80E-02	1.52E-01	2.49E-01	1.73E-01	1.02E-01
WOWBGJHSXGFB_8	0.025	10	200	0.5	8	gene1945	99	99	942	gene1945	3.03E-02	9.73E-02	9.82E-02	3.44E-01	2.07E-01	1.18E-01	bad-chisq
WOWBGJHSXGFB_9	0.025	10	200	0.5	9	gene1945	99	99	942	gene1945	3.03E-02	4.07E-01	4.10E-01	1.72E-01	2.08E-01	5.89E-02	bad-chisq
WOWBGJHSXGFB_10	0.025	10	200	0.5	10	gene1945	99	99	942	gene1945	3.03E-02	4.07E-01	4.10E-01	1.72E-01	2.08E-01	5.89E-02	bad-chisq
FYCLBNZLDRWD_1	0.025	10	300	0.5	1	gene1945	149	149	842	gene1945	3.36E-02	1.98E-01	1.99E-01	2.07E-01	1.61E-01	7.45E-02
FYCLBNZLDRWD_2	0.025	10	300	0.5	2	gene1945	149	149	842	gene1945	3.36E-02	1.01E-02	9.97E-03	4.14E-01	1.60E-01	1.49E-01	bad-chisq
FYCLBNZLDRWD_3	0.025	10	300	0.5	3	gene1945	149	149	842	gene1945	5.37E-02	3.98E-02	3.99E-02	2.64E-01	1.28E-01	1.19E-01
FYCLBNZLDRWD_4	0.025	10	300	0.5	4	gene1945	149	149	842	gene1945	3.02E-02	9.06E-02	9.11E-02	2.86E-01	1.69E-01	9.80E-02
FYCLBNZLDRWD_5	0.025	10	300	0.5	5	gene1945	149	149	842	gene1945	3.02E-02	1.78E-02	1.78E-02	4.01E-01	1.68E-01	1.37E-01	bad-chisq
FYCLBNZLDRWD_6	0.025	10	300	0.5	6	gene1945	149	149	842	gene1945	3.69E-02	1.24E-01	1.28E-01	2.35E-01	1.54E-01	8.84E-02
FYCLBNZLDRWD_7	0.025	10	300	0.5	7	gene1945	149	149	842	gene1945	4.03E-02	7.71E-02	7.75E-02	2.60E-01	1.47E-01	1.02E-01
FYCLBNZLDRWD_8	0.025	10	300	0.5	8	gene1945	149	149	842	gene1945	3.36E-02	5.36E-02	5.39E-02	3.10E-01	1.60E-01	1.12E-01
FYCLBNZLDRWD_9	0.025	10	300	0.5	9	gene1945	149	149	842	gene1945	3.69E-02	3.15E-02	3.16E-02	3.30E-01	1.53E-01	1.25E-01
FYCLBNZLDRWD_10	0.025	10	300	0.5	10	gene1945	149	149	842	gene1945	3.02E-02	1.78E-02	1.78E-02	4.01E-01	1.68E-01	1.37E-01	bad-chisq
QEKQZINZQHNB_1	0.025	10	400	0.5	1	gene1945	199	199	742	gene1945	4.52E-02	3.35E-01	3.36E-01	1.16E-01	1.21E-01	4.84E-02
QEKQZINZQHNB_2	0.025	10	400	0.5	2	gene1945	199	199	742	gene1945	3.77E-02	1.78E-02	1.78E-02	3.12E-01	1.31E-01	1.19E-01
QEKQZINZQHNB_3	0.025	10	400	0.5	3	gene1945	199	199	742	gene1945	4.27E-02	2.57E-02	3.53E-02	2.64E-01	1.25E-01	1.06E-01
QEKQZINZQHNB_4	0.025	10	400	0.5	4	gene1945	199	199	742	gene1945	3.52E-02	1.09E-03	6.91E-04	4.63E-01	1.35E-01	1.69E-01	bad-chisq
QEKQZINZQHNB_5	0.025	10	400	0.5	5	gene1945	199	199	742	gene1945	4.27E-02	6.40E-03	6.31E-03	3.38E-01	1.23E-01	1.37E-01
QEKQZINZQHNB_6	0.025	10	400	0.5	6	gene1945	199	199	742	gene1945	3.52E-02	1.09E-03	1.17E-03	4.42E-01	1.35E-01	1.62E-01	bad-chisq
QEKQZINZQHNB_7	0.025	10	400	0.5	7	gene1945	199	199	742	gene1945	4.02E-02	1.26E-01	1.21E-01	2.01E-01	1.29E-01	7.79E-02
QEKQZINZQHNB_8	0.025	10	400	0.5	8	gene1945	199	199	742	gene1945	4.52E-02	1.59E-02	1.58E-02	2.91E-01	1.20E-01	1.21E-01
QEKQZINZQHNB_9	0.025	10	400	0.5	9	gene1945	199	199	742	gene1945	4.52E-02	5.36E-02	4.96E-02	2.45E-01	1.24E-01	9.85E-02
QEKQZINZQHNB_10	0.025	10	400	0.5	10	gene1945	199	199	742	gene1945	3.52E-02	2.76E-01	2.78E-01	1.48E-01	1.36E-01	5.46E-02
GXUXEBHOLIJA_1	0.025	10	500	0.5	1	gene1945	249	249	642	gene1945	4.02E-02	6.79E-02	1.19E-01	1.81E-01	1.16E-01	7.00E-02
GXUXEBHOLIJA_2	0.025	10	500	0.5	2	gene1945	249	249	642	gene1945	4.42E-02	8.11E-02	5.79E-02	2.10E-01	1.11E-01	8.50E-02
GXUXEBHOLIJA_3	0.025	10	500	0.5	3	gene1945	249	249	642	gene1945	3.82E-02	1.01E-02	1.46E-02	2.91E-01	1.19E-01	1.09E-01
GXUXEBHOLIJA_4	0.025	10	500	0.5	4	gene1945	249	249	642	gene1945	3.61E-02	5.48E-02	1.41E-01	1.80E-01	1.22E-01	6.60E-02
GXUXEBHOLIJA_5	0.025	10	500	0.5	5	gene1945	249	249	642	gene1945	3.82E-02	1.02E-01	8.79E-02	2.01E-01	1.17E-01	7.66E-02
GXUXEBHOLIJA_6	0.025	10	500	0.5	6	gene1945	249	249	642	gene1945	3.61E-02	5.48E-02	7.54E-02	2.16E-01	1.21E-01	7.98E-02
GXUXEBHOLIJA_7	0.025	10	500	0.5	7	gene1945	249	249	642	gene1945	3.21E-02	4.21E-02	3.45E-02	2.72E-01	1.28E-01	9.48E-02
GXUXEBHOLIJA_8	0.025	10	500	0.5	8	gene1945	249	249	642	gene1945	4.22E-02	8.24E-04	7.93E-04	3.73E-01	1.10E-01	1.50E-01
GXUXEBHOLIJA_9	0.025	10	500	0.5	9	gene1945	249	249	642	gene1945	4.62E-02	2.86E-01	2.52E-01	1.24E-01	1.08E-01	5.15E-02
GXUXEBHOLIJA_10	0.025	10	500	0.5	10	gene1945	249	249	642	gene1945	3.41E-02	2.63E-02	2.64E-02	2.74E-01	1.23E-01	9.95E-02
FTYOYSXWTOGY_1	0.025	10	600	0.5	1	gene1945	299	299	542	gene1945	4.01E-02	3.72E-02	3.01E-02	2.32E-01	1.07E-01	8.87E-02
FTYOYSXWTOGY_2	0.025	10	600	0.5	2	gene1945	299	299	542	gene1945	4.01E-02	3.54E-03	3.49E-03	3.04E-01	1.04E-01	1.19E-01
FTYOYSXWTOGY_3	0.025	10	600	0.5	3	gene1945	299	299	542	gene1945	4.01E-02	8.57E-04	3.51E-03	3.06E-01	1.04E-01	1.19E-01
FTYOYSXWTOGY_4	0.025	10	600	0.5	4	gene1945	299	299	542	gene1945	4.01E-02	3.72E-02	4.13E-02	2.13E-01	1.04E-01	8.35E-02
FTYOYSXWTOGY_5	0.025	10	600	0.5	5	gene1945	299	299	542	gene1945	4.01E-02	1.24E-02	1.07E-02	2.73E-01	1.07E-01	1.04E-01
FTYOYSXWTOGY_6	0.025	10	600	0.5	6	gene1945	299	299	542	gene1945	4.35E-02	5.00E-03	1.37E-02	2.51E-01	1.02E-01	1.01E-01
FTYOYSXWTOGY_7	0.025	10	600	0.5	7	gene1945	299	299	542	gene1945	4.01E-02	9.56E-02	1.13E-01	1.67E-01	1.05E-01	6.49E-02
FTYOYSXWTOGY_8	0.025	10	600	0.5	8	gene1945	299	299	542	gene1945	3.34E-02	6.35E-03	6.29E-03	3.10E-01	1.13E-01	1.12E-01
FTYOYSXWTOGY_9	0.025	10	600	0.5	9	gene1945	299	299	542	gene1945	4.18E-02	7.90E-03	9.73E-03	2.66E-01	1.03E-01	1.06E-01
FTYOYSXWTOGY_10	0.025	10	600	0.5	10	gene1945	299	299	542	gene1945	4.01E-02	3.54E-03	4.43E-03	3.08E-01	1.08E-01	1.16E-01
LQTZKLJPCWEF_1	0.025	10	700	0.5	1	gene1945	349	349	442	gene1945	4.44E-02	1.69E-02	5.69E-02	1.80E-01	9.43E-02	7.21E-02
LQTZKLJPCWEF_2	0.025	10	700	0.5	2	gene1945	349	349	442	gene1945	4.30E-02	1.90E-04	1.68E-04	3.52E-01	9.31E-02	1.42E-01
LQTZKLJPCWEF_3	0.025	10	700	0.5	3	gene1945	349	349	442	gene1945	3.87E-02	1.07E-02	2.39E-02	2.27E-01	1.00E-01	8.55E-02
LQTZKLJPCWEF_4	0.025	10	700	0.5	4	gene1945	349	349	442	gene1945	3.87E-02	3.08E-02	3.09E-02	2.12E-01	9.80E-02	8.17E-02
LQTZKLJPCWEF_5	0.025	10	700	0.5	5	gene1945	349	349	442	gene1945	4.44E-02	5.85E-03	5.81E-03	2.53E-01	9.15E-02	1.04E-01
LQTZKLJPCWEF_6	0.025	10	700	0.5	6	gene1945	349	349	442	gene1945	3.87E-02	3.24E-03	3.15E-03	2.89E-01	9.77E-02	1.12E-01
LQTZKLJPCWEF_7	0.025	10	700	0.5	7	gene1945	349	349	442	gene1945	3.72E-02	1.38E-03	1.20E-03	3.28E-01	1.01E-01	1.22E-01
LQTZKLJPCWEF_8	0.025	10	700	0.5	8	gene1945	349	349	442	gene1945	3.30E-02	5.84E-03	5.80E-03	2.92E-01	1.06E-01	1.04E-01
LQTZKLJPCWEF_9	0.025	10	700	0.5	9	gene1945	349	349	442	gene1945	3.72E-02	6.40E-05	9.96E-05	3.90E-01	9.98E-02	1.47E-01
LQTZKLJPCWEF_10	0.025	10	700	0.5	10	gene1945	349	349	442	gene1945	4.01E-02	5.37E-02	5.39E-02	1.86E-01	9.63E-02	7.30E-02
XVFGSEHUMLOA_1	0.025	10	800	0.5	1	gene1945	399	399	342	gene1945	4.14E-02	8.80E-06	1.08E-05	3.97E-01	8.96E-02	1.55E-01
XVFGSEHUMLOA_2	0.025	10	800	0.5	2	gene1945	399	399	342	gene1945	4.14E-02	7.66E-03	9.06E-03	2.33E-01	8.92E-02	9.23E-02
XVFGSEHUMLOA_3	0.025	10	800	0.5	3	gene1945	399	399	342	gene1945	4.01E-02	3.08E-04	2.97E-04	3.26E-01	8.96E-02	1.28E-01
XVFGSEHUMLOA_4	0.025	10	800	0.5	4	gene1945	399	399	342	gene1945	3.88E-02	1.84E-03	1.12E-03	3.00E-01	9.17E-02	1.15E-01
XVFGSEHUMLOA_5	0.025	10	800	0.5	5	gene1945	399	399	342	gene1945	4.01E-02	1.15E-02	1.69E-02	2.18E-01	9.12E-02	8.45E-02
XVFGSEHUMLOA_6	0.025	10	800	0.5	6	gene1945	399	399	342	gene1945	3.76E-02	9.17E-03	9.14E-03	2.42E-01	9.28E-02	9.22E-02
XVFGSEHUMLOA_7	0.025	10	800	0.5	7	gene1945	399	399	342	gene1945	4.14E-02	1.89E-04	1.81E-04	3.32E-01	8.82E-02	1.32E-01
XVFGSEHUMLOA_8	0.025	10	800	0.5	8	gene1945	399	399	342	gene1945	4.26E-02	1.61E-03	3.10E-03	2.64E-01	8.91E-02	1.05E-01
XVFGSEHUMLOA_9	0.025	10	800	0.5	9	gene1945	399	399	342	gene1945	3.76E-02	2.90E-03	2.87E-03	2.77E-01	9.27E-02	1.05E-01
XVFGSEHUMLOA_10	0.025	10	800	0.5	10	gene1945	399	399	342	gene1945	4.01E-02	1.16E-03	1.28E-03	2.91E-01	9.00E-02	1.14E-01
OHWRXHVXYYWL_1	0.025	10	900	0.5	1	gene1945	449	449	242	gene1945	4.01E-02	1.72E-02	1.72E-02	2.03E-01	8.49E-02	7.95E-02
OHWRXHVXYYWL_2	0.025	10	900	0.5	2	gene1945	449	449	242	gene1945	4.01E-02	4.12E-02	4.13E-02	1.74E-01	8.50E-02	6.81E-02
OHWRXHVXYYWL_3	0.025	10	900	0.5	3	gene1945	449	449	242	gene1945	3.90E-02	3.38E-03	3.34E-03	2.53E-01	8.59E-02	9.78E-02
OHWRXHVXYYWL_4	0.025	10	900	0.5	4	gene1945	449	449	242	gene1945	4.01E-02	1.82E-04	9.87E-05	3.37E-01	8.62E-02	1.30E-01
OHWRXHVXYYWL_5	0.025	10	900	0.5	5	gene1945	449	449	242	gene1945	3.67E-02	4.51E-05	8.21E-05	3.52E-01	8.91E-02	1.31E-01
OHWRXHVXYYWL_6	0.025	10	900	0.5	6	gene1945	449	449	242	gene1945	4.12E-02	2.91E-02	4.50E-02	1.71E-01	8.50E-02	6.69E-02
OHWRXHVXYYWL_7	0.025	10	900	0.5	7	gene1945	449	449	242	gene1945	3.90E-02	3.38E-03	4.57E-03	2.47E-01	8.70E-02	9.46E-02
OHWRXHVXYYWL_8	0.025	10	900	0.5	8	gene1945	449	449	242	gene1945	4.01E-02	6.68E-04	4.40E-04	3.03E-01	8.58E-02	1.17E-01
OHWRXHVXYYWL_9	0.025	10	900	0.5	9	gene1945	449	449	242	gene1945	4.01E-02	1.82E-04	4.64E-04	3.02E-01	8.59E-02	1.17E-01
OHWRXHVXYYWL_10	0.025	10	900	0.5	10	gene1945	449	449	242	gene1945	3.90E-02	5.79E-02	6.83E-02	1.59E-01	8.74E-02	6.09E-02
HKEHYZNISGHS_1	0.025	10	1000	0.5	1	gene1945	499	499	142	gene1945	4.01E-02	9.82E-03	9.79E-03	2.08E-01	8.05E-02	8.17E-02
HKEHYZNISGHS_2	0.025	10	1000	0.5	2	gene1945	499	499	142	gene1945	4.01E-02	1.25E-03	1.28E-03	2.61E-01	8.09E-02	1.02E-01
HKEHYZNISGHS_3	0.025	10	1000	0.5	3	gene1945	499	499	142	gene1945	4.01E-02	1.25E-03	1.23E-03	2.60E-01	8.03E-02	1.02E-01
HKEHYZNISGHS_4	0.025	10	1000	0.5	4	gene1945	499	499	142	gene1945	4.01E-02	9.82E-03	9.79E-03	2.08E-01	8.05E-02	8.17E-02
HKEHYZNISGHS_5	0.025	10	1000	0.5	5	gene1945	499	499	142	gene1945	4.01E-02	3.67E-03	6.75E-03	2.22E-01	8.18E-02	8.57E-02
HKEHYZNISGHS_6	0.025	10	1000	0.5	6	gene1945	499	499	142	gene1945	4.01E-02	3.67E-03	5.10E-03	2.28E-01	8.11E-02	8.86E-02
HKEHYZNISGHS_7	0.025	10	1000	0.5	7	gene1945	499	499	142	gene1945	4.01E-02	1.25E-03	1.48E-03	2.58E-01	8.08E-02	1.00E-01
HKEHYZNISGHS_8	0.025	10	1000	0.5	8	gene1945	499	499	142	gene1945	4.01E-02	1.07E-04	1.11E-03	2.72E-01	8.33E-02	1.03E-01
HKEHYZNISGHS_9	0.025	10	1000	0.5	9	gene1945	499	499	142	gene1945	4.01E-02	3.85E-04	6.36E-04	2.82E-01	8.23E-02	1.08E-01
HKEHYZNISGHS_10	0.025	10	1000	0.5	10	gene1945	499	499	142	gene1945	4.01E-02	2.72E-05	2.56E-05	3.39E-01	8.01E-02	1.33E-01
HPFESQZNFPPE_1	0.025	100	100	0.5	1	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.62E-01	1.72E-01	2.96E-01	5.92E-02	bad-chisq
HPFESQZNFPPE_2	0.025	100	100	0.5	2	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.62E-01	1.72E-01	2.96E-01	5.92E-02	bad-chisq
HPFESQZNFPPE_4	0.025	100	100	0.5	4	gene1945	49	49	1042	gene1945	3.06E-02	7.85E-02	8.00E-02	5.16E-01	2.92E-01	1.78E-01	bad-chisq
HPFESQZNFPPE_5	0.025	100	100	0.5	5	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	2.95E-01	5.02E-01	4.77E-01	1.07E-01	bad-chisq
HPFESQZNFPPE_6	0.025	100	100	0.5	6	gene1945	49	49	1042	gene1945	3.06E-02	7.85E-02	8.00E-02	5.16E-01	2.92E-01	1.78E-01	bad-chisq
HPFESQZNFPPE_8	0.025	100	100	0.5	8	gene1945	49	49	1042	gene1945	3.06E-02	7.85E-02	8.00E-02	5.16E-01	2.92E-01	1.78E-01	bad-chisq
HPFESQZNFPPE_9	0.025	100	100	0.5	9	gene1945	49	49	1042	gene1945	2.04E-02	1.53E-01	1.56E-01	5.10E-01	3.57E-01	1.44E-01	bad-chisq
HPFESQZNFPPE_10	0.025	100	100	0.5	10	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.53E-01	1.77E-01	2.97E-01	6.07E-02	bad-chisq
STQVHJCPRXPI_1	0.025	100	200	0.5	1	gene1945	99	99	942	gene1945	3.03E-02	1.29E-02	1.27E-02	5.16E-01	2.05E-01	1.77E-01	bad-chisq
STQVHJCPRXPI_2	0.025	100	200	0.5	2	gene1945	99	99	942	gene1945	3.03E-02	4.07E-01	3.52E-01	1.99E-01	2.14E-01	6.64E-02	bad-chisq
STQVHJCPRXPI_3	0.025	100	200	0.5	3	gene1945	99	99	942	gene1945	4.04E-02	1.49E-01	1.57E-01	2.57E-01	1.81E-01	1.01E-01
STQVHJCPRXPI_4	0.025	100	200	0.5	4	gene1945	99	99	942	gene1945	3.03E-02	1.29E-02	1.27E-02	5.16E-01	2.05E-01	1.77E-01	bad-chisq
STQVHJCPRXPI_5	0.025	100	200	0.5	5	gene1945	99	99	942	gene1945	3.54E-02	2.48E-01	2.51E-01	2.22E-01	1.93E-01	8.20E-02	bad-chisq
STQVHJCPRXPI_6	0.025	100	200	0.5	6	gene1945	99	99	942	gene1945	4.04E-02	3.88E-03	3.73E-03	5.21E-01	1.78E-01	2.05E-01	bad-chisq
STQVHJCPRXPI_7	0.025	100	200	0.5	7	gene1945	99	99	942	gene1945	4.55E-02	1.69E-02	1.68E-02	4.07E-01	1.69E-01	1.70E-01	bad-chisq
