HS11286.2	HS11286:382-822
HS11286.3960	HS11286:2003361-2003954
HS11286.3962	HS11286:2003989-2005149
HS11286.3964	HS11286:2005401-2006954
HS11286.3966	HS11286:2006947-2009475
HS11286.3968	HS11286:2009542-2009769
HS11286.3970	HS11286:2009770-2010156
HS11286.3972	HS11286:2010248-2011474
HS11286.3974	HS11286:2011646-2012566
HS11286.3976	HS11286:2012558-2012674
HS11286.3978	HS11286:2012772-2013836
HS11286.3980	HS11286:2013822-2013935
HS11286.3982	HS11286:2014007-2015125
HS11286.3984	HS11286:2015251-2015505
HS11286.3986	HS11286:2015808-2016059
HS11286.3988	HS11286:2016132-2016617
HS11286.3990	HS11286:2016649-2017179
HS11286.3992	HS11286:2017305-2017865
HS11286.3994	HS11286:2017979-2019187
HS11286.3996	HS11286:2019378-2020001
HS11286.3998	HS11286:2020011-2020664
HS11286.4000	HS11286:2020680-2021591
HS11286.4002	HS11286:2021703-2023238
HS11286.4004	HS11286:2023291-2024505
HS11286.4006	HS11286:2024522-2025550
HS11286.4008	HS11286:2025589-2025840
HS11286.4010	HS11286:2025837-2028821
HS11286.4012	HS11286:2029479-2030474
HS11286.4014	HS11286:2030512-2031096
HS11286.4016	HS11286:2031238-2031759
HS11286.4018	HS11286:2031776-2031949
HS11286.4020	HS11286:2032411-2033250
HS11286.4022	HS11286:2033304-2034257
HS11286.4024	HS11286:2034273-2035202
HS11286.4026	HS11286:2035215-2035949
HS11286.4028	HS11286:2036160-2036396
HS11286.4030	HS11286:2036522-2037727
HS11286.4032	HS11286:2037853-2038662
HS11286.4034	HS11286:2038664-2039686
HS11286.4036	HS11286:2039676-2040317
HS11286.4038	HS11286:2040314-2041318
HS11286.4040	HS11286:2041329-2042123
HS11286.4042	HS11286:2042420-2043853
HS11286.4044	HS11286:2044115-2044471
HS11286.4046	HS11286:2044491-2044850
HS11286.4048	HS11286:2044871-2045509
HS11286.4050	HS11286:2045490-2046317
HS11286.4052	HS11286:2046341-2047351
HS11286.4054	HS11286:2047387-2047929
HS11286.4056	HS11286:2048175-2049479
HS11286.4058	HS11286:2049674-2050213
HS11286.4060	HS11286:2050271-2052460
HS11286.4062	HS11286:2052650-2053912
HS11286.4064	HS11286:2053893-2054015
HS11286.4066	HS11286:2054190-2054312
HS11286.4068	HS11286:2054365-2054949
HS11286.4070	HS11286:2054997-2055152
HS11286.4072	HS11286:2055250-2055507
HS11286.4074	HS11286:2055636-2056577
HS11286.4076	HS11286:2056759-2060205
HS11286.4078	HS11286:2060245-2060376
HS11286.4080	HS11286:2060510-2061709
HS11286.4082	HS11286:2061702-2062403
HS11286.4084	HS11286:2062433-2063647
HS11286.4086	HS11286:2063696-2064607
HS11286.4088	HS11286:2064721-2065452
HS11286.4090	HS11286:2065543-2065887
HS11286.4092	HS11286:2066139-2066492
HS11286.4094	HS11286:2066473-2067768
HS11286.4096	HS11286:2067765-2069489
HS11286.4098	HS11286:2069535-2070581
HS11286.4100	HS11286:2070578-2071363
HS11286.4102	HS11286:2071360-2072217
HS11286.4104	HS11286:2072201-2073337
HS11286.4106	HS11286:2073596-2074828
HS11286.4108	HS11286:2074968-2076089
HS11286.4110	HS11286:2076175-2077641
HS11286.4112	HS11286:2077641-2078312
HS11286.4114	HS11286:2078596-2079402
HS11286.4116	HS11286:2079486-2079848
HS11286.4118	HS11286:2079903-2081273
HS11286.4120	HS11286:2081277-2081918
HS11286.4122	HS11286:2081973-2083079
HS11286.4124	HS11286:2083136-2083594
HS11286.4126	HS11286:2083611-2084261
HS11286.4128	HS11286:2084502-2085752
HS11286.4130	HS11286:2086025-2086738
HS11286.4132	HS11286:2086735-2087127
HS11286.4134	HS11286:2087120-2087443
HS11286.4136	HS11286:2087562-2087738
HS11286.4138	HS11286:2087880-2088002
HS11286.4140	HS11286:2088220-2089413
HS11286.4142	HS11286:2089663-2089815
HS11286.4144	HS11286:2090048-2090248
HS11286.4146	HS11286:2090311-2090805
HS11286.4148	HS11286:2090832-2091338
HS11286.4150	HS11286:2091355-2092242
HS11286.4152	HS11286:2092298-2093617
HS11286.4154	HS11286:2093700-2094710
HS11286.4156	HS11286:2094826-2095023
HS11286.4158	HS11286:2095590-2096222
HS11286.4160	HS11286:2096262-2096441
HS11286.4162	HS11286:2096839-2097525
HS11286.4164	HS11286:2097638-2097802
HS11286.4166	HS11286:2097836-2099344
HS11286.4168	HS11286:2099465-2100355
HS11286.4170	HS11286:2100362-2102146
HS11286.4172	HS11286:2102220-2103428
HS11286.4174	HS11286:2103731-2104774
HS11286.4176	HS11286:2104855-2104974
HS11286.4178	HS11286:2105282-2105437
HS11286.4180	HS11286:2105436-2106350
HS11286.4182	HS11286:2106440-2107078
HS11286.4184	HS11286:2107209-2107472
HS11286.4186	HS11286:2107532-2107657
HS11286.4188	HS11286:2107849-2107986
HS11286.4190	HS11286:2108008-2109021
HS11286.4192	HS11286:2109322-2109561
HS11286.4194	HS11286:2109551-2109889
HS11286.4196	HS11286:2109893-2110402
HS11286.4198	HS11286:2110548-2111240
HS11286.4200	HS11286:2111272-2112447
HS11286.4202	HS11286:2112555-2113349
HS11286.4204	HS11286:2113333-2113779
HS11286.4206	HS11286:2113896-2114396
HS11286.4208	HS11286:2114492-2114647
HS11286.4210	HS11286:2114642-2115778
HS11286.4212	HS11286:2115949-2116191
HS11286.4214	HS11286:2116806-2118293
HS11286.4216	HS11286:2118372-2118791
HS11286.4218	HS11286:2118794-2120059
HS11286.4220	HS11286:2120066-2120971
HS11286.4222	HS11286:2121138-2121887
HS11286.4224	HS11286:2121884-2123101
HS11286.4226	HS11286:2123277-2124158
HS11286.4228	HS11286:2124229-2124348
HS11286.4230	HS11286:2124416-2124727
HS11286.4232	HS11286:2124849-2125331
HS11286.4234	HS11286:2125490-2126053
HS11286.4236	HS11286:2126099-2127382
HS11286.4238	HS11286:2127468-2129402
HS11286.4240	HS11286:2129819-2130565
HS11286.4242	HS11286:2130695-2131510
HS11286.4244	HS11286:2131567-2132451
HS11286.4246	HS11286:2132526-2133521
HS11286.4248	HS11286:2133860-2134273
HS11286.4250	HS11286:2134317-2134595
HS11286.4252	HS11286:2134690-2135034
HS11286.4254	HS11286:2135195-2136448
HS11286.4256	HS11286:2136774-2137109
HS11286.4258	HS11286:2137085-2137849
HS11286.4260	HS11286:2137949-2139256
HS11286.4262	HS11286:2139274-2140317
HS11286.4264	HS11286:2140342-2141178
HS11286.4266	HS11286:2141183-2142130
HS11286.4268	HS11286:2142140-2143123
HS11286.4270	HS11286:2143261-2144019
HS11286.4272	HS11286:2144161-2145519
HS11286.4274	HS11286:2145557-2146198
HS11286.4276	HS11286:2146208-2147227
HS11286.4278	HS11286:2147366-2149219
HS11286.4280	HS11286:2149385-2149936
HS11286.4282	HS11286:2150073-2150594
HS11286.4284	HS11286:2150651-2151436
HS11286.4286	HS11286:2152120-2152866
HS11286.4288	HS11286:2153092-2154135
HS11286.4290	HS11286:2154140-2155264
HS11286.4292	HS11286:2155230-2156087
HS11286.4294	HS11286:2156267-2157247
HS11286.4296	HS11286:2157291-2158634
HS11286.4298	HS11286:2158590-2158715
HS11286.4300	HS11286:2158817-2159227
HS11286.4302	HS11286:2159314-2159937
HS11286.4304	HS11286:2159989-2161296
HS11286.4306	HS11286:2161390-2162022
HS11286.4308	HS11286:2162022-2163548
HS11286.4310	HS11286:2163521-2164699
HS11286.4312	HS11286:2164702-2165262
HS11286.4314	HS11286:2165259-2165969
HS11286.4316	HS11286:2165956-2166318
HS11286.4318	HS11286:2166357-2166611
HS11286.4320	HS11286:2166825-2167730
HS11286.4322	HS11286:2168070-2169290
HS11286.4324	HS11286:2169287-2170321
HS11286.4326	HS11286:2170318-2171796
HS11286.4328	HS11286:2171793-2173118
HS11286.4330	HS11286:2173128-2174093
HS11286.4332	HS11286:2174085-2174234
HS11286.4334	HS11286:2174437-2174922
HS11286.4336	HS11286:2175010-2175873
HS11286.4338	HS11286:2175974-2176801
HS11286.4340	HS11286:2177084-2177422
HS11286.4342	HS11286:2177701-2178021
HS11286.4344	HS11286:2178041-2178157
HS11286.4346	HS11286:2178145-2178270
HS11286.4348	HS11286:2178275-2179528
HS11286.4350	HS11286:2179582-2179929
HS11286.4352	HS11286:2179957-2180781
HS11286.4354	HS11286:2180892-2182238
HS11286.4356	HS11286:2182251-2183009
HS11286.4358	HS11286:2183067-2185325
HS11286.4360	HS11286:2185609-2185770
HS11286.4362	HS11286:2185830-2187221
HS11286.4364	HS11286:2187357-2187947
HS11286.4366	HS11286:2188039-2188800
HS11286.4368	HS11286:2188950-2189618
HS11286.4370	HS11286:2189807-2190343
HS11286.4372	HS11286:2190373-2190738
HS11286.4374	HS11286:2190871-2193117
HS11286.4376	HS11286:2193326-2193865
HS11286.4378	HS11286:2193920-2194663
HS11286.4380	HS11286:2194689-2195006
HS11286.4382	HS11286:2195336-2196010
HS11286.4384	HS11286:2196095-2196772
HS11286.4386	HS11286:2196821-2199139
HS11286.4388	HS11286:2199416-2200123
HS11286.4390	HS11286:2200242-2200442
HS11286.4392	HS11286:2200551-2201498
HS11286.4394	HS11286:2201573-2202031
HS11286.4396	HS11286:2202074-2202982
HS11286.4398	HS11286:2203111-2204421
HS11286.4400	HS11286:2204436-2205524
HS11286.4402	HS11286:2205527-2206786
HS11286.4404	HS11286:2207005-2207814
HS11286.4406	HS11286:2207814-2209007
HS11286.4408	HS11286:2209017-2210375
HS11286.4410	HS11286:2210379-2211974
HS11286.4412	HS11286:2211974-2213536
HS11286.4414	HS11286:2213825-2214688
HS11286.4416	HS11286:2214705-2215325
HS11286.4418	HS11286:2215347-2216255
HS11286.4420	HS11286:2216367-2217263
HS11286.4422	HS11286:2217545-2218447
HS11286.4424	HS11286:2218507-2219097
HS11286.4426	HS11286:2219094-2219855
HS11286.4428	HS11286:2219865-2220065
HS11286.4430	HS11286:2220074-2221156
HS11286.4432	HS11286:2221204-2221455
HS11286.4434	HS11286:2221547-2221762
HS11286.4436	HS11286:2221862-2224459
HS11286.4438	HS11286:2224805-2225779
HS11286.4440	HS11286:2226025-2226192
HS11286.4442	HS11286:2226189-2226305
HS11286.4444	HS11286:2226581-2229253
HS11286.4446	HS11286:2229300-2229902
HS11286.4448	HS11286:2230066-2230920
HS11286.4450	HS11286:2230968-2231276
HS11286.4452	HS11286:2231283-2232140
HS11286.4454	HS11286:2232140-2232451
HS11286.4456	HS11286:2232694-2233380
HS11286.4458	HS11286:2233380-2233706
HS11286.4460	HS11286:2233838-2234086
HS11286.4462	HS11286:2234141-2234260
HS11286.4464	HS11286:2234332-2235081
HS11286.4466	HS11286:2235153-2235410
HS11286.4468	HS11286:2235491-2237425
HS11286.4470	HS11286:2237507-2238664
HS11286.4472	HS11286:2238663-2238776
HS11286.4474	HS11286:2238855-2239643
HS11286.4476	HS11286:2239842-2240384
HS11286.4478	HS11286:2240632-2242011
HS11286.4480	HS11286:2242056-2242865
HS11286.4482	HS11286:2242867-2243859
HS11286.4484	HS11286:2243859-2244749
HS11286.4486	HS11286:2244736-2245551
HS11286.4488	HS11286:2245556-2245702
HS11286.4490	HS11286:2245787-2247343
HS11286.4492	HS11286:2247677-2248585
HS11286.4494	HS11286:2248693-2249523
HS11286.4496	HS11286:2249502-2251811
HS11286.4498	HS11286:2251983-2253152
HS11286.4500	HS11286:2253178-2254569
HS11286.4502	HS11286:2254560-2255549
HS11286.4504	HS11286:2255702-2256370
HS11286.4506	HS11286:2256426-2256650
HS11286.4508	HS11286:2256650-2257009
HS11286.4510	HS11286:2257038-2257256
HS11286.4512	HS11286:2257359-2258756
HS11286.4514	HS11286:2258753-2259814
HS11286.4516	HS11286:2259904-2260758
HS11286.4518	HS11286:2260917-2262230
HS11286.4520	HS11286:2262403-2263944
HS11286.4522	HS11286:2264285-2265100
HS11286.4524	HS11286:2265171-2265677
HS11286.4526	HS11286:2265780-2266745
HS11286.4528	HS11286:2266742-2267449
HS11286.4530	HS11286:2267522-2267638
HS11286.4532	HS11286:2267635-2269251
HS11286.4534	HS11286:2269419-2269805
HS11286.4536	HS11286:2270036-2270869
HS11286.4538	HS11286:2270994-2271878
HS11286.4540	HS11286:2272051-2273187
HS11286.4542	HS11286:2273260-2274462
HS11286.4544	HS11286:2274541-2275410
HS11286.4546	HS11286:2275435-2275572
HS11286.4548	HS11286:2275596-2275886
HS11286.4550	HS11286:2276446-2277360
HS11286.4552	HS11286:2277469-2278230
HS11286.4554	HS11286:2278447-2279979
HS11286.4556	HS11286:2280178-2280666
HS11286.4558	HS11286:2280923-2282104
HS11286.4560	HS11286:2282287-2282433
HS11286.4562	HS11286:2282506-2282739
HS11286.4564	HS11286:2282982-2283095
HS11286.4566	HS11286:2283191-2283415
HS11286.4568	HS11286:2283405-2284115
HS11286.4570	HS11286:2284121-2284639
HS11286.4572	HS11286:2284744-2285571
HS11286.4574	HS11286:2285568-2285762
HS11286.4576	HS11286:2285759-2286184
HS11286.4578	HS11286:2286181-2286303
HS11286.4580	HS11286:2286618-2286779
HS11286.4582	HS11286:2287153-2287341
HS11286.4584	HS11286:2287334-2287648
HS11286.4586	HS11286:2288374-2288541
HS11286.4588	HS11286:2289429-2291042
HS11286.4590	HS11286:2291029-2292006
HS11286.4592	HS11286:2292003-2292479
HS11286.4594	HS11286:2292476-2293258
HS11286.4596	HS11286:2293325-2293480
HS11286.4598	HS11286:2293518-2293646
HS11286.4600	HS11286:2293664-2293867
HS11286.4602	HS11286:2293878-2295416
HS11286.4604	HS11286:2295465-2295812
HS11286.4606	HS11286:2295809-2296213
HS11286.4608	HS11286:2296377-2296907
HS11286.4610	HS11286:2296904-2297293
HS11286.4612	HS11286:2298214-2298702
HS11286.4614	HS11286:2298653-2300053
HS11286.4616	HS11286:2300291-2301742
HS11286.4618	HS11286:2302566-2303600
HS11286.4620	HS11286:2303604-2304098
HS11286.4622	HS11286:2304110-2305051
HS11286.4624	HS11286:2305091-2305372
HS11286.4626	HS11286:2305341-2305760
HS11286.4628	HS11286:2305757-2306263
HS11286.4630	HS11286:2306263-2306649
HS11286.4632	HS11286:2306744-2307184
HS11286.4634	HS11286:2307188-2308333
HS11286.4636	HS11286:2308344-2308784
HS11286.4638	HS11286:2308788-2309213
HS11286.4640	HS11286:2309249-2309401
HS11286.4642	HS11286:2309391-2311394
HS11286.4644	HS11286:2311580-2311993
HS11286.4646	HS11286:2312069-2312296
HS11286.4648	HS11286:2312299-2313321
HS11286.4650	HS11286:2313321-2313662
HS11286.4652	HS11286:2313715-2313900
HS11286.4654	HS11286:2314153-2314503
HS11286.4656	HS11286:2314557-2315210
HS11286.4658	HS11286:2315212-2315565
HS11286.4660	HS11286:2315565-2316761
HS11286.4662	HS11286:2316863-2317531
HS11286.4664	HS11286:2318006-2318170
HS11286.4666	HS11286:2318291-2318422
HS11286.4668	HS11286:2318397-2318594
HS11286.4670	HS11286:2318650-2321673
HS11286.4672	HS11286:2322412-2322621
HS11286.4674	HS11286:2323071-2324558
HS11286.4676	HS11286:2325143-2325391
HS11286.4678	HS11286:2325956-2326078
HS11286.4680	HS11286:2326237-2326728
HS11286.4682	HS11286:2326771-2328315
HS11286.4684	HS11286:2328325-2329668
HS11286.4686	HS11286:2329665-2330354
HS11286.4688	HS11286:2330351-2332057
HS11286.4690	HS11286:2332062-2332553
HS11286.4692	HS11286:2332818-2335472
HS11286.4694	HS11286:2335474-2337843
HS11286.4696	HS11286:2337844-2338623
HS11286.4698	HS11286:2338687-2339217
HS11286.4700	HS11286:2339286-2339816
HS11286.4702	HS11286:2339884-2340414
HS11286.4704	HS11286:2340482-2341012
HS11286.4706	HS11286:2341000-2342034
HS11286.4708	HS11286:2342120-2343418
HS11286.4710	HS11286:2343463-2343720
HS11286.4712	HS11286:2343717-2344856
HS11286.4714	HS11286:2344840-2348265
HS11286.4716	HS11286:2348265-2348672
HS11286.4718	HS11286:2348724-2349857
HS11286.4720	HS11286:2349937-2351691
HS11286.4722	HS11286:2351655-2352740
HS11286.4724	HS11286:2352718-2353260
HS11286.4726	HS11286:2353231-2353359
HS11286.4728	HS11286:2353389-2353883
HS11286.4730	HS11286:2353950-2354663
HS11286.4732	HS11286:2354737-2355330
HS11286.4734	HS11286:2355335-2356090
HS11286.4736	HS11286:2356249-2357127
HS11286.4738	HS11286:2357178-2357384
HS11286.4740	HS11286:2357410-2358339
HS11286.4742	HS11286:2358479-2359384
HS11286.4744	HS11286:2359404-2359715
HS11286.4746	HS11286:2359687-2360328
HS11286.4748	HS11286:2360416-2361285
HS11286.4750	HS11286:2361278-2362189
HS11286.4752	HS11286:2362246-2362794
HS11286.4754	HS11286:2362883-2363917
HS11286.4756	HS11286:2363962-2365137
HS11286.4758	HS11286:2365358-2366164
HS11286.4760	HS11286:2366173-2367186
HS11286.4762	HS11286:2367179-2367847
HS11286.4764	HS11286:2367876-2369075
HS11286.4766	HS11286:2369114-2369728
HS11286.4768	HS11286:2369980-2370459
HS11286.4770	HS11286:2370794-2372173
HS11286.4772	HS11286:2372424-2373170
HS11286.4774	HS11286:2373282-2373476
HS11286.4776	HS11286:2373713-2374831
HS11286.4778	HS11286:2374794-2375537
HS11286.4780	HS11286:2375817-2376800
HS11286.4782	HS11286:2377325-2378698
HS11286.4784	HS11286:2378744-2379679
HS11286.4786	HS11286:2379913-2380347
HS11286.4788	HS11286:2380429-2380641
HS11286.4790	HS11286:2380785-2381939
HS11286.4792	HS11286:2382297-2385824
HS11286.4794	HS11286:2386286-2386450
HS11286.4796	HS11286:2386496-2386942
HS11286.4798	HS11286:2387059-2388048
HS11286.4800	HS11286:2388308-2388697
HS11286.4802	HS11286:2388904-2390301
HS11286.4804	HS11286:2390343-2390738
HS11286.4806	HS11286:2390704-2391546
HS11286.4808	HS11286:2391543-2391728
HS11286.4810	HS11286:2391736-2392059
HS11286.4812	HS11286:2392060-2392962
HS11286.4814	HS11286:2393198-2394697
HS11286.4816	HS11286:2394821-2395711
HS11286.4818	HS11286:2395755-2396738
HS11286.4820	HS11286:2396741-2399008
HS11286.4822	HS11286:2399485-2401530
HS11286.4824	HS11286:2401724-2402746
HS11286.4826	HS11286:2402758-2403045
HS11286.4828	HS11286:2403053-2403808
HS11286.4830	HS11286:2403820-2404317
HS11286.4832	HS11286:2404325-2405395
HS11286.4834	HS11286:2405392-2406159
HS11286.4836	HS11286:2406162-2406950
HS11286.4838	HS11286:2406951-2408375
HS11286.4840	HS11286:2408365-2408787
HS11286.4842	HS11286:2408787-2409992
HS11286.4844	HS11286:2410019-2411335
HS11286.4846	HS11286:2411435-2412361
HS11286.4848	HS11286:2412371-2412967
HS11286.4850	HS11286:2413132-2413386
HS11286.4852	HS11286:2413423-2414028
HS11286.4854	HS11286:2414288-2418133
HS11286.4856	HS11286:2418194-2418868
HS11286.4858	HS11286:2418869-2420248
HS11286.4860	HS11286:2420245-2421330
HS11286.4862	HS11286:2421359-2423008
HS11286.4864	HS11286:2423008-2423439
HS11286.4866	HS11286:2423547-2424494
HS11286.4868	HS11286:2424595-2425593
HS11286.4870	HS11286:2425749-2426144
HS11286.4872	HS11286:2426132-2427022
HS11286.4874	HS11286:2427235-2427381
HS11286.4876	HS11286:2427550-2428755
HS11286.4878	HS11286:2428774-2429796
HS11286.4880	HS11286:2429787-2431253
HS11286.4882	HS11286:2431275-2432615
HS11286.4884	HS11286:2432626-2433621
HS11286.4886	HS11286:2433631-2435061
HS11286.4888	HS11286:2435266-2436588
HS11286.4890	HS11286:2436970-2437770
HS11286.4892	HS11286:2437832-2437969
HS11286.4894	HS11286:2437968-2438387
HS11286.4896	HS11286:2438377-2439408
HS11286.4898	HS11286:2439457-2440455
HS11286.4900	HS11286:2440738-2440896
HS11286.4902	HS11286:2440931-2441323
HS11286.4904	HS11286:2441574-2441807
HS11286.4906	HS11286:2441804-2443012
HS11286.4908	HS11286:2443116-2443469
HS11286.4910	HS11286:2443706-2444185
HS11286.4912	HS11286:2444255-2444458
HS11286.4914	HS11286:2444770-2445798
HS11286.4916	HS11286:2445812-2446984
HS11286.4918	HS11286:2447036-2448628
HS11286.4920	HS11286:2448801-2449829
HS11286.4922	HS11286:2449869-2451428
HS11286.4924	HS11286:2451515-2452693
HS11286.4926	HS11286:2452895-2454541
HS11286.4928	HS11286:2454881-2456281
HS11286.4930	HS11286:2456271-2457203
HS11286.4932	HS11286:2457279-2458580
HS11286.4934	HS11286:2458837-2459199
HS11286.4936	HS11286:2459442-2460161
HS11286.4938	HS11286:2460290-2460625
HS11286.4940	HS11286:2460622-2461344
HS11286.4942	HS11286:2461381-2462154
HS11286.4944	HS11286:2462942-2463892
HS11286.4946	HS11286:2463889-2464071
HS11286.4948	HS11286:2464100-2464216
HS11286.4950	HS11286:2464291-2464434
HS11286.4952	HS11286:2464414-2465943
HS11286.4954	HS11286:2465954-2467342
HS11286.4956	HS11286:2467492-2467680
HS11286.4958	HS11286:2467790-2468740
HS11286.4960	HS11286:2468879-2469631
HS11286.4962	HS11286:2469826-2470341
HS11286.4964	HS11286:2470634-2470792
HS11286.4966	HS11286:2470825-2472351
HS11286.4968	HS11286:2472471-2473916
HS11286.4970	HS11286:2473916-2475226
HS11286.4972	HS11286:2475393-2476301
HS11286.4974	HS11286:2476403-2476966
HS11286.4976	HS11286:2476963-2477769
HS11286.4978	HS11286:2477939-2478625
HS11286.4980	HS11286:2478636-2479292
HS11286.4982	HS11286:2479303-2480505
HS11286.4984	HS11286:2480515-2481867
HS11286.4986	HS11286:2481857-2482621
HS11286.4988	HS11286:2482614-2483003
HS11286.4990	HS11286:2483611-2485227
HS11286.4992	HS11286:2485390-2487042
HS11286.4994	HS11286:2487097-2488533
HS11286.4996	HS11286:2489033-2489164
HS11286.4998	HS11286:2489250-2491031
HS11286.5000	HS11286:2490998-2492026
HS11286.5002	HS11286:2492094-2493044
HS11286.5004	HS11286:2493025-2493744
HS11286.5006	HS11286:2493741-2495282
HS11286.5008	HS11286:2495513-2495869
HS11286.5010	HS11286:2496033-2496953
HS11286.5012	HS11286:2497262-2498872
HS11286.5014	HS11286:2499029-2499955
HS11286.5016	HS11286:2499945-2500847
HS11286.5018	HS11286:2500847-2501464
HS11286.5020	HS11286:2501468-2502427
HS11286.5022	HS11286:2502564-2503364
HS11286.5024	HS11286:2503364-2504197
HS11286.5026	HS11286:2504190-2504489
HS11286.5028	HS11286:2504507-2505349
HS11286.5030	HS11286:2505349-2507004
HS11286.5032	HS11286:2507229-2508227
HS11286.5034	HS11286:2508706-2509068
HS11286.5036	HS11286:2509055-2509384
HS11286.5038	HS11286:2509428-2509544
HS11286.5040	HS11286:2509558-2510370
HS11286.5042	HS11286:2510583-2510726
HS11286.5044	HS11286:2511006-2511125
HS11286.5046	HS11286:2511309-2511728
HS11286.5048	HS11286:2511893-2513194
HS11286.5050	HS11286:2513154-2513381
HS11286.5052	HS11286:2513721-2514971
HS11286.5054	HS11286:2515102-2516004
HS11286.5056	HS11286:2516125-2517348
HS11286.5058	HS11286:2517575-2518171
HS11286.5060	HS11286:2518124-2519419
HS11286.5062	HS11286:2519553-2520161
